forecastdate,state,district,special,candidate,party,incumbent,model,win_probability,voteshare,p10_voteshare,p90_voteshare
2018-10-23,WY,"",,Others,,false,classic,0.0,4.55,1.74,7.94
2018-10-24,AK,"",,Mike Dunleavy,R,false,classic,0.6603,50.53,44.95,56.1
2018-10-24,AK,"",,Mark Begich,D,false,classic,0.3397,47.07,41.5,52.63
2018-10-24,AK,"",,Others,,false,classic,0.0,2.4,0.7,4.53
2018-10-24,AL,"",,Kay Ivey,R,true,classic,0.9884,58.55,53.94,63.16
2018-10-24,AL,"",,Walt Maddox,D,false,classic,0.0116,41.45,36.84,46.06
2018-10-24,AR,"",,Asa Hutchinson,R,true,classic,0.9981,62.6,57.01,68.06
2018-10-24,AR,"",,Jared Henderson,D,false,classic,0.0019,34.63,29.19,40.18
2018-10-24,AR,"",,Mark West,L,false,classic,0.0,2.77,0.88,5.16
2018-10-24,AZ,"",,Doug Ducey,R,true,classic,0.9499,54.72,50.18,59.24
2018-10-24,AZ,"",,David Garcia,D,false,classic,0.0501,43.17,38.64,47.68
2018-10-24,AZ,"",,Angel Torres,G,false,classic,0.0,2.12,0.59,4.05
2018-10-24,CA,"",,Gavin Newsom,D,false,classic,0.9896,59.58,54.65,64.51
2018-10-24,CA,"",,John Cox,R,false,classic,0.0104,40.42,35.49,45.35
2018-10-24,CO,"",,Jared Polis,D,false,classic,0.9548,55.04,50.56,59.48
2018-10-24,CO,"",,Walker Stapleton,R,false,classic,0.0452,43.19,38.69,47.64
2018-10-24,CO,"",,Others,,false,classic,0.0,1.78,0.46,3.46
2018-10-24,CT,"",,Ned Lamont,D,false,classic,0.8156,51.74,47.1,56.4
2018-10-24,CT,"",,Bob Stefanowski,R,false,classic,0.1844,45.57,40.88,50.2
2018-10-24,CT,"",,Others,,false,classic,0.0,2.69,0.83,5.01
2018-10-24,FL,"",,Andrew Gillum,D,false,classic,0.7997,51.38,47.13,55.65
2018-10-24,FL,"",,Ron DeSantis,R,false,classic,0.2003,46.12,41.84,50.35
2018-10-24,FL,"",,Others,,false,classic,0.0,2.51,0.75,4.71
2018-10-24,GA,"",,Brian Kemp,R,false,classic,0.5756,49.82,45.95,53.62
2018-10-24,GA,"",,Stacey Abrams,D,false,classic,0.4244,48.99,45.15,52.83
2018-10-24,GA,"",,Ted Metz,L,false,classic,0.0,1.19,0.26,2.41
2018-10-24,HI,"",,David Ige,D,true,classic,0.9983,63.0,57.02,69.06
2018-10-24,HI,"",,Andria Tupola,R,false,classic,0.0017,33.38,27.31,39.34
2018-10-24,HI,"",,Others,,false,classic,0.0,3.62,1.26,6.5
2018-10-24,IA,"",,Fred Hubbell,D,false,classic,0.8413,52.35,47.06,57.61
2018-10-24,IA,"",,Kim Reynolds,R,true,classic,0.1587,44.49,39.19,49.76
2018-10-24,IA,"",,Others,,false,classic,0.0,3.16,1.04,5.74
2018-10-24,ID,"",,Brad Little,R,false,classic,0.95,53.9,47.83,59.95
2018-10-24,ID,"",,Paulette Jordan,D,false,classic,0.05,39.17,33.11,45.14
2018-10-24,ID,"",,Others,,false,classic,0.0,6.93,3.2,11.21
2018-10-24,IL,"",,JB Pritzker,D,false,classic,0.9115,53.98,47.58,60.32
2018-10-24,IL,"",,Bruce Rauner,R,true,classic,0.0885,41.02,34.58,47.41
2018-10-24,IL,"",,Others,,false,classic,0.0,5.01,2.0,8.56
2018-10-24,KS,"",,Kris Kobach,R,false,classic,0.6697,45.12,39.33,50.77
2018-10-24,KS,"",,Laura Kelly,D,false,classic,0.3299,41.84,36.18,47.43
2018-10-24,KS,"",,Greg Orman,I,false,classic,0.0004,11.23,6.28,16.71
2018-10-24,KS,"",,Others,,false,classic,0.0,1.81,0.47,3.57
2018-10-24,MA,"",,Charlie Baker,R,true,classic,0.9975,64.65,58.8,70.51
2018-10-24,MA,"",,Jay Gonzalez,D,false,classic,0.0025,35.35,29.49,41.2
2018-10-24,MD,"",,Larry Hogan,R,true,classic,0.9912,57.33,52.8,61.87
2018-10-24,MD,"",,Ben Jealous,D,false,classic,0.0088,39.79,35.2,44.32
2018-10-24,MD,"",,Others,,false,classic,0.0,2.88,0.9,5.32
2018-10-24,ME,"",,Janet Mills,D,false,classic,0.9,54.04,48.7,59.35
2018-10-24,ME,"",,Shawn Moody,R,false,classic,0.1,43.62,38.25,48.95
2018-10-24,ME,"",,Others,,false,classic,0.0,2.34,0.68,4.47
2018-10-24,MI,"",,Gretchen Whitmer,D,false,classic,0.9638,54.56,50.02,59.12
2018-10-24,MI,"",,Bill Schuette,R,false,classic,0.0362,42.22,37.66,46.7
2018-10-24,MI,"",,Others,,false,classic,0.0,3.22,1.07,5.86
2018-10-24,MN,"",,Tim Walz,D,false,classic,0.894,53.43,48.54,58.22
2018-10-24,MN,"",,Jeff Johnson,R,false,classic,0.106,44.22,39.39,49.07
2018-10-24,MN,"",,Others,,false,classic,0.0,2.35,0.68,4.45
2018-10-24,NE,"",,Pete Ricketts,R,true,classic,0.9911,61.3,55.76,66.86
2018-10-24,NE,"",,Bob Krist,D,false,classic,0.0089,38.7,33.14,44.24
2018-10-24,NH,"",,Chris Sununu,R,true,classic,0.9671,56.2,51.29,61.03
2018-10-24,NH,"",,Molly Kelly,D,false,classic,0.0329,41.83,36.95,46.74
2018-10-24,NH,"",,Jilletta Jarvis,L,false,classic,0.0,1.97,0.53,3.81
2018-10-24,NM,"",,Michelle Lujan Grisham,D,false,classic,0.8663,53.68,49.37,58.05
2018-10-24,NM,"",,Steve Pearce,R,false,classic,0.1337,46.32,41.95,50.63
2018-10-24,NV,"",,Adam Laxalt,R,false,classic,0.5843,49.42,45.08,53.63
2018-10-24,NV,"",,Steve Sisolak,D,false,classic,0.4157,48.03,43.73,52.3
2018-10-24,NV,"",,Others,,false,classic,0.0,2.56,0.78,4.76
2018-10-24,NY,"",,Andrew Cuomo,D,true,classic,0.9977,59.06,54.3,63.86
2018-10-24,NY,"",,Marc Molinaro,R,false,classic,0.0023,37.17,32.33,41.91
2018-10-24,NY,"",,Others,,false,classic,0.0,3.77,1.34,6.73
2018-10-24,OH,"",,Mike DeWine,R,false,classic,0.5787,49.6,45.26,53.97
2018-10-24,OH,"",,Richard Cordray,D,false,classic,0.4213,48.33,43.95,52.65
2018-10-24,OH,"",,Others,,false,classic,0.0,2.07,0.57,3.97
2018-10-24,OK,"",,Kevin Stitt,R,false,classic,0.8544,53.07,48.29,57.71
2018-10-24,OK,"",,Drew Edmondson,D,false,classic,0.1455,45.41,40.75,50.16
2018-10-24,OK,"",,Chris Powell,L,false,classic,0.0,1.53,0.37,3.03
2018-10-24,OR,"",,Kate Brown,D,true,classic,0.8513,50.67,45.28,55.98
2018-10-24,OR,"",,Knute Buehler,R,false,classic,0.1487,42.74,37.35,48.03
2018-10-24,OR,"",,Others,,false,classic,0.0,6.6,2.99,10.82
2018-10-24,PA,"",,Tom Wolf,D,true,classic,0.9884,56.83,52.55,61.07
2018-10-24,PA,"",,Scott Wagner,R,false,classic,0.0116,41.12,36.88,45.34
2018-10-24,PA,"",,Others,,false,classic,0.0,2.06,0.56,3.95
2018-10-24,RI,"",,Gina Raimondo,D,true,classic,0.9732,55.96,49.25,62.53
2018-10-24,RI,"",,Allan Fung,R,false,classic,0.0268,36.41,29.79,43.04
2018-10-24,RI,"",,Others,,false,classic,0.0,7.62,3.61,12.2
2018-10-24,SC,"",,Henry McMaster,R,true,classic,0.9819,57.97,53.35,62.62
2018-10-24,SC,"",,James Smith,D,false,classic,0.0181,42.03,37.38,46.65
2018-10-24,SD,"",,Kristi Noem,R,false,classic,0.8089,52.66,47.21,58.12
2018-10-24,SD,"",,Billie Sutton,D,false,classic,0.1911,45.48,40.0,50.91
2018-10-24,SD,"",,Kurt Evans,L,false,classic,0.0,1.86,0.49,3.63
2018-10-24,TN,"",,Bill Lee,R,false,classic,0.9721,53.92,48.81,58.96
2018-10-24,TN,"",,Karl Dean,D,false,classic,0.0279,39.64,34.54,44.66
2018-10-24,TN,"",,Others,,false,classic,0.0,6.44,2.88,10.58
2018-10-24,TX,"",,Greg Abbott,R,true,classic,0.9961,58.26,54.1,62.46
2018-10-24,TX,"",,Lupe Valdez,D,false,classic,0.0039,39.85,35.64,44.03
2018-10-24,TX,"",,Mark Tippetts,L,false,classic,0.0,1.89,0.5,3.64
2018-10-24,VT,"",,Phil Scott,R,true,classic,0.9421,51.58,45.85,57.24
2018-10-24,VT,"",,Christine Hallquist,D,false,classic,0.0579,38.77,33.05,44.51
2018-10-24,VT,"",,Others,,false,classic,0.0,9.65,5.06,14.77
2018-10-24,WI,"",,Tony Evers,D,false,classic,0.5877,49.14,44.08,54.04
2018-10-24,WI,"",,Scott Walker,R,true,classic,0.4123,47.48,42.55,52.52
2018-10-24,WI,"",,Others,,false,classic,0.0,3.38,1.15,6.12
2018-10-24,WY,"",,Mark Gordon,R,false,classic,0.9934,60.12,54.05,66.17
2018-10-24,WY,"",,Mary Throne,D,false,classic,0.0066,35.32,29.19,41.39
2018-10-24,WY,"",,Others,,false,classic,0.0,4.55,1.75,7.88
2018-10-25,AK,"",,Mike Dunleavy,R,false,classic,0.6641,50.55,45.01,56.06
2018-10-25,AK,"",,Mark Begich,D,false,classic,0.3359,47.06,41.51,52.6
2018-10-25,AK,"",,Others,,false,classic,0.0,2.39,0.7,4.51
2018-10-25,AL,"",,Kay Ivey,R,true,classic,0.9882,58.57,53.97,63.11
2018-10-25,AL,"",,Walt Maddox,D,false,classic,0.0118,41.43,36.89,46.03
2018-10-25,AR,"",,Asa Hutchinson,R,true,classic,0.9977,62.59,57.05,68.09
2018-10-25,AR,"",,Jared Henderson,D,false,classic,0.0023,34.65,29.15,40.12
2018-10-25,AR,"",,Mark West,L,false,classic,0.0,2.77,0.86,5.14
2018-10-25,AZ,"",,Doug Ducey,R,true,classic,0.9506,54.73,50.21,59.3
2018-10-25,AZ,"",,David Garcia,D,false,classic,0.0494,43.17,38.61,47.66
2018-10-25,AZ,"",,Angel Torres,G,false,classic,0.0,2.1,0.59,4.02
2018-10-25,CA,"",,Gavin Newsom,D,false,classic,0.9841,58.85,53.87,63.81
2018-10-25,CA,"",,John Cox,R,false,classic,0.0159,41.15,36.19,46.13
2018-10-25,CO,"",,Jared Polis,D,false,classic,0.9558,55.02,50.58,59.53
2018-10-25,CO,"",,Walker Stapleton,R,false,classic,0.0442,43.2,38.7,47.61
2018-10-25,CO,"",,Others,,false,classic,0.0,1.77,0.46,3.46
2018-10-25,CT,"",,Ned Lamont,D,false,classic,0.8167,51.75,47.09,56.45
2018-10-25,CT,"",,Bob Stefanowski,R,false,classic,0.1833,45.58,40.89,50.18
2018-10-25,CT,"",,Others,,false,classic,0.0,2.67,0.82,4.97
2018-10-25,FL,"",,Andrew Gillum,D,false,classic,0.7991,51.34,47.11,55.53
2018-10-25,FL,"",,Ron DeSantis,R,false,classic,0.2009,46.19,41.96,50.37
2018-10-25,FL,"",,Others,,false,classic,0.0,2.47,0.73,4.66
2018-10-25,GA,"",,Brian Kemp,R,false,classic,0.5779,49.82,45.96,53.63
2018-10-25,GA,"",,Stacey Abrams,D,false,classic,0.4221,48.99,45.17,52.84
2018-10-25,GA,"",,Ted Metz,L,false,classic,0.0,1.19,0.26,2.41
2018-10-25,HI,"",,David Ige,D,true,classic,0.9983,63.06,57.02,69.09
2018-10-25,HI,"",,Andria Tupola,R,false,classic,0.0017,33.35,27.31,39.33
2018-10-25,HI,"",,Others,,false,classic,0.0,3.59,1.27,6.43
2018-10-25,IA,"",,Fred Hubbell,D,false,classic,0.8378,52.34,47.02,57.58
2018-10-25,IA,"",,Kim Reynolds,R,true,classic,0.1622,44.53,39.25,49.83
2018-10-25,IA,"",,Others,,false,classic,0.0,3.13,1.03,5.71
2018-10-25,ID,"",,Brad Little,R,false,classic,0.9523,53.91,47.86,59.85
2018-10-25,ID,"",,Paulette Jordan,D,false,classic,0.0477,39.2,33.18,45.17
2018-10-25,ID,"",,Others,,false,classic,0.0,6.89,3.13,11.23
2018-10-25,IL,"",,JB Pritzker,D,false,classic,0.9123,54.02,47.6,60.35
2018-10-25,IL,"",,Bruce Rauner,R,true,classic,0.0877,41.02,34.65,47.38
2018-10-25,IL,"",,Others,,false,classic,0.0,4.96,1.99,8.48
2018-10-25,KS,"",,Kris Kobach,R,false,classic,0.6725,45.14,39.42,50.7
2018-10-25,KS,"",,Laura Kelly,D,false,classic,0.327,41.83,36.1,47.44
2018-10-25,KS,"",,Greg Orman,I,false,classic,0.0005,11.22,6.26,16.72
2018-10-25,KS,"",,Others,,false,classic,0.0,1.81,0.47,3.54
2018-10-25,MA,"",,Charlie Baker,R,true,classic,0.9977,64.65,58.78,70.55
2018-10-25,MA,"",,Jay Gonzalez,D,false,classic,0.0023,35.35,29.45,41.22
2018-10-25,MD,"",,Larry Hogan,R,true,classic,0.9925,57.35,52.83,61.87
2018-10-25,MD,"",,Ben Jealous,D,false,classic,0.0075,39.78,35.24,44.27
2018-10-25,MD,"",,Others,,false,classic,0.0,2.87,0.91,5.32
2018-10-25,ME,"",,Janet Mills,D,false,classic,0.9013,54.03,48.74,59.37
2018-10-25,ME,"",,Shawn Moody,R,false,classic,0.0987,43.64,38.32,48.91
2018-10-25,ME,"",,Others,,false,classic,0.0,2.33,0.67,4.41
2018-10-25,MI,"",,Gretchen Whitmer,D,false,classic,0.946,53.88,49.33,58.43
2018-10-25,MI,"",,Bill Schuette,R,false,classic,0.054,42.9,38.29,47.38
2018-10-25,MI,"",,Others,,false,classic,0.0,3.22,1.08,5.89
2018-10-25,MN,"",,Tim Walz,D,false,classic,0.8971,53.47,48.65,58.29
2018-10-25,MN,"",,Jeff Johnson,R,false,classic,0.1029,44.19,39.36,49.03
2018-10-25,MN,"",,Others,,false,classic,0.0,2.34,0.68,4.41
2018-10-25,NE,"",,Pete Ricketts,R,true,classic,0.9926,61.32,55.84,66.87
2018-10-25,NE,"",,Bob Krist,D,false,classic,0.0074,38.68,33.13,44.16
2018-10-25,NH,"",,Chris Sununu,R,true,classic,0.9698,56.21,51.38,61.06
2018-10-25,NH,"",,Molly Kelly,D,false,classic,0.0302,41.82,36.94,46.68
2018-10-25,NH,"",,Jilletta Jarvis,L,false,classic,0.0,1.96,0.53,3.77
2018-10-25,NM,"",,Michelle Lujan Grisham,D,false,classic,0.863,53.66,49.35,57.96
2018-10-25,NM,"",,Steve Pearce,R,false,classic,0.137,46.34,42.04,50.65
2018-10-25,NV,"",,Adam Laxalt,R,false,classic,0.5953,49.46,45.26,53.68
2018-10-25,NV,"",,Steve Sisolak,D,false,classic,0.4047,48.0,43.72,52.21
2018-10-25,NV,"",,Others,,false,classic,0.0,2.54,0.77,4.77
2018-10-25,NY,"",,Andrew Cuomo,D,true,classic,0.9974,59.04,54.23,63.81
2018-10-25,NY,"",,Marc Molinaro,R,false,classic,0.0026,37.22,32.4,41.98
2018-10-25,NY,"",,Others,,false,classic,0.0,3.74,1.32,6.67
2018-10-25,OH,"",,Mike DeWine,R,false,classic,0.5813,49.61,45.29,53.92
2018-10-25,OH,"",,Richard Cordray,D,false,classic,0.4187,48.33,44.01,52.67
2018-10-25,OH,"",,Others,,false,classic,0.0,2.05,0.57,3.95
2018-10-25,OK,"",,Kevin Stitt,R,false,classic,0.8589,53.08,48.42,57.73
2018-10-25,OK,"",,Drew Edmondson,D,false,classic,0.1411,45.4,40.75,50.07
2018-10-25,OK,"",,Chris Powell,L,false,classic,0.0,1.52,0.38,3.0
2018-10-25,OR,"",,Kate Brown,D,true,classic,0.8495,50.67,45.26,56.01
2018-10-25,OR,"",,Knute Buehler,R,false,classic,0.1505,42.77,37.32,48.11
2018-10-25,OR,"",,Others,,false,classic,0.0,6.56,2.97,10.78
2018-10-25,PA,"",,Tom Wolf,D,true,classic,0.9893,56.82,52.63,61.04
2018-10-25,PA,"",,Scott Wagner,R,false,classic,0.0107,41.14,36.89,45.33
2018-10-25,PA,"",,Others,,false,classic,0.0,2.04,0.56,3.93
2018-10-25,RI,"",,Gina Raimondo,D,true,classic,0.9732,55.98,49.31,62.56
2018-10-25,RI,"",,Allan Fung,R,false,classic,0.0268,36.44,29.76,43.09
2018-10-25,RI,"",,Others,,false,classic,0.0,7.58,3.59,12.12
2018-10-25,SC,"",,Henry McMaster,R,true,classic,0.9831,57.99,53.38,62.59
2018-10-25,SC,"",,James Smith,D,false,classic,0.0169,42.01,37.41,46.62
2018-10-25,SD,"",,Kristi Noem,R,false,classic,0.799,52.59,47.04,58.1
2018-10-25,SD,"",,Billie Sutton,D,false,classic,0.201,45.56,40.05,51.09
2018-10-25,SD,"",,Kurt Evans,L,false,classic,0.0,1.85,0.48,3.6
2018-10-25,TN,"",,Bill Lee,R,false,classic,0.9709,53.98,48.81,58.99
2018-10-25,TN,"",,Karl Dean,D,false,classic,0.0291,39.63,34.5,44.73
2018-10-25,TN,"",,Others,,false,classic,0.0,6.39,2.86,10.5
2018-10-25,TX,"",,Greg Abbott,R,true,classic,0.9955,58.3,54.06,62.41
2018-10-25,TX,"",,Lupe Valdez,D,false,classic,0.0044,39.83,35.69,44.05
2018-10-25,TX,"",,Mark Tippetts,L,false,classic,0.0,1.87,0.49,3.64
2018-10-25,VT,"",,Phil Scott,R,true,classic,0.9471,51.63,45.91,57.35
2018-10-25,VT,"",,Christine Hallquist,D,false,classic,0.0529,38.77,32.99,44.37
2018-10-25,VT,"",,Others,,false,classic,0.0,9.6,5.05,14.7
2018-10-25,WI,"",,Tony Evers,D,false,classic,0.5893,49.13,44.09,54.16
2018-10-25,WI,"",,Scott Walker,R,true,classic,0.4107,47.5,42.41,52.54
2018-10-25,WI,"",,Others,,false,classic,0.0,3.37,1.14,6.11
2018-10-25,WY,"",,Mark Gordon,R,false,classic,0.9936,60.14,54.06,66.2
2018-10-25,WY,"",,Mary Throne,D,false,classic,0.0064,35.3,29.25,41.33
2018-10-25,WY,"",,Others,,false,classic,0.0,4.55,1.77,7.87
2018-10-26,AK,"",,Mike Dunleavy,R,false,classic,0.663,50.54,44.98,56.03
2018-10-26,AK,"",,Mark Begich,D,false,classic,0.337,47.07,41.53,52.63
2018-10-26,AK,"",,Others,,false,classic,0.0,2.39,0.71,4.52
2018-10-26,AL,"",,Kay Ivey,R,true,classic,0.9885,58.57,54.03,63.16
2018-10-26,AL,"",,Walt Maddox,D,false,classic,0.0115,41.43,36.84,45.97
2018-10-26,AR,"",,Asa Hutchinson,R,true,classic,0.9982,62.59,57.1,68.05
2018-10-26,AR,"",,Jared Henderson,D,false,classic,0.0018,34.64,29.16,40.11
2018-10-26,AR,"",,Mark West,L,false,classic,0.0,2.77,0.88,5.14
2018-10-26,AZ,"",,Doug Ducey,R,true,classic,0.9507,54.73,50.22,59.23
2018-10-26,AZ,"",,David Garcia,D,false,classic,0.0493,43.17,38.64,47.68
2018-10-26,AZ,"",,Angel Torres,G,false,classic,0.0,2.11,0.59,4.02
2018-10-26,CA,"",,Gavin Newsom,D,false,classic,0.9847,58.85,53.88,63.82
2018-10-26,CA,"",,John Cox,R,false,classic,0.0153,41.15,36.18,46.12
2018-10-26,CO,"",,Jared Polis,D,false,classic,0.9568,55.04,50.64,59.49
2018-10-26,CO,"",,Walker Stapleton,R,false,classic,0.0432,43.16,38.71,47.54
2018-10-26,CO,"",,Others,,false,classic,0.0,1.8,0.47,3.53
2018-10-26,CT,"",,Ned Lamont,D,false,classic,0.8175,51.75,47.15,56.36
2018-10-26,CT,"",,Bob Stefanowski,R,false,classic,0.1825,45.57,40.94,50.14
2018-10-26,CT,"",,Others,,false,classic,0.0,2.68,0.83,4.97
2018-10-26,FL,"",,Andrew Gillum,D,false,classic,0.7827,51.18,47.0,55.29
2018-10-26,FL,"",,Ron DeSantis,R,false,classic,0.2173,46.36,42.16,50.53
2018-10-26,FL,"",,Others,,false,classic,0.0,2.46,0.74,4.61
2018-10-26,GA,"",,Brian Kemp,R,false,classic,0.579,49.83,45.98,53.66
2018-10-26,GA,"",,Stacey Abrams,D,false,classic,0.421,48.99,45.17,52.83
2018-10-26,GA,"",,Ted Metz,L,false,classic,0.0,1.19,0.26,2.4
2018-10-26,HI,"",,David Ige,D,true,classic,0.9982,63.06,57.1,68.94
2018-10-26,HI,"",,Andria Tupola,R,false,classic,0.0018,33.34,27.44,39.29
2018-10-26,HI,"",,Others,,false,classic,0.0,3.6,1.27,6.41
2018-10-26,IA,"",,Fred Hubbell,D,false,classic,0.8432,52.34,47.09,57.61
2018-10-26,IA,"",,Kim Reynolds,R,true,classic,0.1568,44.52,39.25,49.76
2018-10-26,IA,"",,Others,,false,classic,0.0,3.14,1.04,5.71
2018-10-26,ID,"",,Brad Little,R,false,classic,0.9505,53.91,47.9,59.92
2018-10-26,ID,"",,Paulette Jordan,D,false,classic,0.0495,39.19,33.14,45.2
2018-10-26,ID,"",,Others,,false,classic,0.0,6.89,3.17,11.18
2018-10-26,IL,"",,JB Pritzker,D,false,classic,0.9156,54.01,47.68,60.34
2018-10-26,IL,"",,Bruce Rauner,R,true,classic,0.0844,41.02,34.63,47.28
2018-10-26,IL,"",,Others,,false,classic,0.0,4.97,1.99,8.49
2018-10-26,KS,"",,Kris Kobach,R,false,classic,0.6651,45.1,39.41,50.69
2018-10-26,KS,"",,Laura Kelly,D,false,classic,0.3344,41.89,36.22,47.52
2018-10-26,KS,"",,Greg Orman,I,false,classic,0.0004,11.2,6.31,16.64
2018-10-26,KS,"",,Others,,false,classic,0.0,1.81,0.47,3.54
2018-10-26,MA,"",,Charlie Baker,R,true,classic,0.9976,64.64,58.81,70.55
2018-10-26,MA,"",,Jay Gonzalez,D,false,classic,0.0024,35.36,29.45,41.19
2018-10-26,MD,"",,Larry Hogan,R,true,classic,0.9913,57.35,52.83,61.87
2018-10-26,MD,"",,Ben Jealous,D,false,classic,0.0087,39.78,35.21,44.3
2018-10-26,MD,"",,Others,,false,classic,0.0,2.87,0.92,5.29
2018-10-26,ME,"",,Janet Mills,D,false,classic,0.9026,54.04,48.74,59.39
2018-10-26,ME,"",,Shawn Moody,R,false,classic,0.0974,43.63,38.3,48.9
2018-10-26,ME,"",,Others,,false,classic,0.0,2.33,0.68,4.41
2018-10-26,MI,"",,Gretchen Whitmer,D,false,classic,0.9398,53.77,49.19,58.29
2018-10-26,MI,"",,Bill Schuette,R,false,classic,0.0602,43.06,38.51,47.59
2018-10-26,MI,"",,Others,,false,classic,0.0,3.17,1.05,5.75
2018-10-26,MN,"",,Tim Walz,D,false,classic,0.8994,53.47,48.65,58.21
2018-10-26,MN,"",,Jeff Johnson,R,false,classic,0.1006,44.19,39.38,48.97
2018-10-26,MN,"",,Others,,false,classic,0.0,2.34,0.69,4.44
2018-10-26,NE,"",,Pete Ricketts,R,true,classic,0.9919,61.34,55.79,66.86
2018-10-26,NE,"",,Bob Krist,D,false,classic,0.0081,38.66,33.14,44.21
2018-10-26,NH,"",,Chris Sununu,R,true,classic,0.9699,56.22,51.38,61.08
2018-10-26,NH,"",,Molly Kelly,D,false,classic,0.0301,41.82,36.95,46.65
2018-10-26,NH,"",,Jilletta Jarvis,L,false,classic,0.0,1.97,0.54,3.8
2018-10-26,NM,"",,Michelle Lujan Grisham,D,false,classic,0.9044,54.42,50.09,58.79
2018-10-26,NM,"",,Steve Pearce,R,false,classic,0.0956,45.58,41.21,49.91
2018-10-26,NV,"",,Adam Laxalt,R,false,classic,0.5917,49.46,45.19,53.65
2018-10-26,NV,"",,Steve Sisolak,D,false,classic,0.4083,48.0,43.78,52.23
2018-10-26,NV,"",,Others,,false,classic,0.0,2.54,0.76,4.76
2018-10-26,NY,"",,Andrew Cuomo,D,true,classic,0.9967,59.04,54.25,63.77
2018-10-26,NY,"",,Marc Molinaro,R,false,classic,0.0033,37.22,32.39,41.99
2018-10-26,NY,"",,Others,,false,classic,0.0,3.74,1.33,6.67
2018-10-26,OH,"",,Mike DeWine,R,false,classic,0.5782,49.61,45.29,53.92
2018-10-26,OH,"",,Richard Cordray,D,false,classic,0.4218,48.33,43.99,52.65
2018-10-26,OH,"",,Others,,false,classic,0.0,2.05,0.57,3.95
2018-10-26,OK,"",,Kevin Stitt,R,false,classic,0.8581,53.07,48.37,57.72
2018-10-26,OK,"",,Drew Edmondson,D,false,classic,0.1419,45.4,40.76,50.05
2018-10-26,OK,"",,Chris Powell,L,false,classic,0.0,1.53,0.38,3.01
2018-10-26,OR,"",,Kate Brown,D,true,classic,0.8518,50.68,45.28,56.0
2018-10-26,OR,"",,Knute Buehler,R,false,classic,0.1482,42.75,37.38,48.04
2018-10-26,OR,"",,Others,,false,classic,0.0,6.57,2.96,10.72
2018-10-26,PA,"",,Tom Wolf,D,true,classic,0.9887,56.82,52.62,61.02
2018-10-26,PA,"",,Scott Wagner,R,false,classic,0.0113,41.14,36.88,45.36
2018-10-26,PA,"",,Others,,false,classic,0.0,2.04,0.56,3.91
2018-10-26,RI,"",,Gina Raimondo,D,true,classic,0.9739,55.98,49.39,62.6
2018-10-26,RI,"",,Allan Fung,R,false,classic,0.0261,36.42,29.76,42.93
2018-10-26,RI,"",,Others,,false,classic,0.0,7.59,3.65,12.11
2018-10-26,SC,"",,Henry McMaster,R,true,classic,0.9817,58.0,53.38,62.59
2018-10-26,SC,"",,James Smith,D,false,classic,0.0183,42.0,37.41,46.62
2018-10-26,SD,"",,Kristi Noem,R,false,classic,0.8006,52.6,47.05,57.99
2018-10-26,SD,"",,Billie Sutton,D,false,classic,0.1994,45.56,40.13,51.05
2018-10-26,SD,"",,Kurt Evans,L,false,classic,0.0,1.85,0.49,3.58
2018-10-26,TN,"",,Bill Lee,R,false,classic,0.9725,53.97,48.87,59.02
2018-10-26,TN,"",,Karl Dean,D,false,classic,0.0275,39.64,34.52,44.66
2018-10-26,TN,"",,Others,,false,classic,0.0,6.4,2.86,10.5
2018-10-26,TX,"",,Greg Abbott,R,true,classic,0.9964,58.27,54.15,62.37
2018-10-26,TX,"",,Lupe Valdez,D,false,classic,0.0036,39.9,35.78,44.02
2018-10-26,TX,"",,Mark Tippetts,L,false,classic,0.0,1.83,0.48,3.57
2018-10-26,VT,"",,Phil Scott,R,true,classic,0.9464,51.6,45.93,57.28
2018-10-26,VT,"",,Christine Hallquist,D,false,classic,0.0536,38.75,33.05,44.35
2018-10-26,VT,"",,Others,,false,classic,0.0,9.65,5.11,14.82
2018-10-26,WI,"",,Tony Evers,D,false,classic,0.5898,49.12,44.08,54.09
2018-10-26,WI,"",,Scott Walker,R,true,classic,0.4102,47.51,42.5,52.5
2018-10-26,WI,"",,Others,,false,classic,0.0,3.37,1.15,6.08
2018-10-26,WY,"",,Mark Gordon,R,false,classic,0.9942,60.15,54.11,66.16
2018-10-26,WY,"",,Mary Throne,D,false,classic,0.0058,35.3,29.25,41.29
2018-10-26,WY,"",,Others,,false,classic,0.0,4.55,1.76,7.88
2018-10-27,AK,"",,Mike Dunleavy,R,false,classic,0.6644,50.56,45.01,56.06
2018-10-27,AK,"",,Mark Begich,D,false,classic,0.3356,47.05,41.54,52.6
2018-10-27,AK,"",,Others,,false,classic,0.0,2.39,0.72,4.5
2018-10-27,AL,"",,Kay Ivey,R,true,classic,0.9881,58.59,54.06,63.13
2018-10-27,AL,"",,Walt Maddox,D,false,classic,0.0119,41.41,36.87,45.94
2018-10-27,AR,"",,Asa Hutchinson,R,true,classic,0.9982,62.61,57.17,68.05
2018-10-27,AR,"",,Jared Henderson,D,false,classic,0.0018,34.63,29.14,40.06
2018-10-27,AR,"",,Mark West,L,false,classic,0.0,2.76,0.87,5.12
2018-10-27,AZ,"",,Doug Ducey,R,true,classic,0.9523,54.75,50.22,59.22
2018-10-27,AZ,"",,David Garcia,D,false,classic,0.0477,43.15,38.64,47.63
2018-10-27,AZ,"",,Angel Torres,G,false,classic,0.0,2.1,0.59,4.01
