president,subgroup,modeldate,approve_estimate,approve_hi,approve_lo,disapprove_estimate,disapprove_hi,disapprove_lo,timestamp
Donald Trump,Adults,8/15/2017,37.07734,41.1385,33.01617,55.79198,60.60711,50.97684,22:09:15 15 Aug 2017
Donald Trump,Voters,8/15/2017,39.32666,43.66765,34.98568,54.21491,58.96895,49.46087,22:09:18 15 Aug 2017
Donald Trump,All polls,8/15/2017,37.63694,42.20628,33.0676,55.55735,60.32541,50.78928,22:09:12 15 Aug 2017
Donald Trump,Adults,8/14/2017,36.51901,40.61835,32.41967,57.78039,62.08418,53.4766,13:03:16 14 Aug 2017
Donald Trump,Voters,8/14/2017,39.25485,43.69183,34.81787,54.94202,59.42392,50.46012,13:03:19 14 Aug 2017
Donald Trump,All polls,8/14/2017,37.39813,42.12861,32.66765,56.64359,61.21503,52.07214,13:03:13 14 Aug 2017
Donald Trump,Voters,8/13/2017,39.34763,43.80651,34.88874,54.87801,59.37757,50.37844,13:13:18 13 Aug 2017
Donald Trump,Adults,8/13/2017,36.69472,40.71627,32.67317,57.57878,61.7786,53.37896,13:13:14 13 Aug 2017
Donald Trump,All polls,8/13/2017,37.57039,42.26449,32.87629,56.46309,60.98093,51.94524,13:13:11 13 Aug 2017
Donald Trump,Adults,8/12/2017,36.75468,40.76329,32.74608,57.43847,61.60697,53.26997,16:41:24 12 Aug 2017
Donald Trump,Voters,8/12/2017,39.34763,43.80651,34.88874,54.87801,59.37757,50.37844,16:41:30 12 Aug 2017
Donald Trump,All polls,8/12/2017,37.62228,42.29346,32.9511,56.35921,60.83619,51.88224,16:41:17 12 Aug 2017
Donald Trump,Adults,8/11/2017,36.63607,40.40025,32.87189,57.46092,61.61914,53.3027,17:37:15 11 Aug 2017
Donald Trump,Voters,8/11/2017,39.34763,43.80651,34.88874,54.87801,59.37757,50.37844,17:37:18 11 Aug 2017
Donald Trump,All polls,8/11/2017,37.56736,42.19353,32.94119,56.34317,60.85007,51.83627,17:37:12 11 Aug 2017
Donald Trump,Voters,8/10/2017,38.53228,43.21464,33.84991,56.22918,60.97047,51.4879,13:05:21 10 Aug 2017
Donald Trump,Adults,8/10/2017,36.22694,40.02581,32.42806,57.69921,61.93799,53.46042,13:05:18 10 Aug 2017
Donald Trump,All polls,8/10/2017,36.93701,41.71968,32.15434,57.06971,61.59443,52.54499,13:05:14 10 Aug 2017
Donald Trump,Voters,8/9/2017,38.39414,42.98488,33.8034,56.41191,61.11378,51.71004,13:13:18  9 Aug 2017
Donald Trump,Adults,8/9/2017,36.23774,40.054,32.42149,57.79395,62.03753,53.55037,13:13:15  9 Aug 2017
Donald Trump,All polls,8/9/2017,36.86343,41.55867,32.16819,57.23425,61.74557,52.72292,13:13:11  9 Aug 2017
Donald Trump,Adults,8/8/2017,36.17896,40.09509,32.26283,58.15186,62.28333,54.02039,17:34:14  8 Aug 2017
Donald Trump,Voters,8/8/2017,38.25177,43.0317,33.47185,56.82254,61.65517,51.98991,17:34:17  8 Aug 2017
Donald Trump,All polls,8/8/2017,36.90808,41.69695,32.11922,57.43502,61.98555,52.88449,17:34:11  8 Aug 2017
Donald Trump,Voters,8/7/2017,37.74126,42.37014,33.11238,57.28339,61.7383,52.82848,21:42:18  7 Aug 2017
Donald Trump,Adults,8/7/2017,36.43844,40.59006,32.28683,57.34126,61.52499,53.15753,21:42:15  7 Aug 2017
Donald Trump,All polls,8/7/2017,36.60229,41.33248,31.87211,57.36718,61.76018,52.97419,21:42:11  7 Aug 2017
Donald Trump,Voters,8/6/2017,37.39128,42.04111,32.74145,57.57107,62.10695,53.03519,17:29:17  6 Aug 2017
Donald Trump,Adults,8/6/2017,36.92662,40.7111,33.14214,57.10833,61.48961,52.72705,17:29:14  6 Aug 2017
Donald Trump,All polls,8/6/2017,36.98021,41.55582,32.40461,57.27692,61.87062,52.68322,17:29:10  6 Aug 2017
Donald Trump,Voters,8/5/2017,37.27709,41.97725,32.57693,57.64736,62.24009,53.05463,16:25:17  5 Aug 2017
Donald Trump,Adults,8/5/2017,36.92022,40.73939,33.10106,57.04646,61.50038,52.59254,16:25:14  5 Aug 2017
Donald Trump,All polls,8/5/2017,36.95828,41.55743,32.35914,57.26429,61.90297,52.6256,16:25:11  5 Aug 2017
Donald Trump,Adults,8/4/2017,36.86573,40.69488,33.03659,57.28303,61.73932,52.82673,17:09:14  4 Aug 2017
Donald Trump,Voters,8/4/2017,37.27709,41.97725,32.57693,57.64736,62.24009,53.05463,17:09:17  4 Aug 2017
Donald Trump,All polls,8/4/2017,36.91279,41.50656,32.31903,57.43717,62.06231,52.81203,17:09:11  4 Aug 2017
Donald Trump,Adults,8/3/2017,36.98343,40.85014,33.11673,57.11368,61.58009,52.64727,13:05:15  3 Aug 2017
Donald Trump,Voters,8/3/2017,37.2991,42.04794,32.55027,57.72597,62.39594,53.05601,13:05:18  3 Aug 2017
Donald Trump,All polls,8/3/2017,37.01992,41.67223,32.3676,57.37531,62.04323,52.70739,13:05:12  3 Aug 2017
Donald Trump,Voters,8/2/2017,37.31966,42.09148,32.54784,57.76991,62.49352,53.0463,13:38:16  2 Aug 2017
Donald Trump,Adults,8/2/2017,37.009,40.88349,33.13451,57.20819,61.74978,52.66661,13:38:13  2 Aug 2017
Donald Trump,All polls,8/2/2017,37.04735,41.72179,32.37292,57.46737,62.21899,52.71576,13:38:10  2 Aug 2017
Donald Trump,Adults,8/1/2017,37.12984,41.0323,33.22738,57.07516,61.61325,52.53707,16:09:14  1 Aug 2017
Donald Trump,Voters,8/1/2017,38.21495,42.30776,34.12214,57.22556,61.76926,52.68185,16:09:17  1 Aug 2017
Donald Trump,All polls,8/1/2017,37.76429,42.14993,33.37865,56.74495,61.29782,52.19208,16:09:11  1 Aug 2017
Donald Trump,Adults,7/31/2017,37.74067,41.77999,33.70134,56.1981,60.75717,51.63904,17:43:15 31 Jul 2017
Donald Trump,Voters,7/31/2017,38.83294,42.89334,34.77254,56.40698,60.92976,51.8842,17:43:18 31 Jul 2017
Donald Trump,All polls,7/31/2017,38.20862,42.6102,33.80704,56.1893,60.72137,51.65723,17:43:11 31 Jul 2017
Donald Trump,Voters,7/30/2017,38.97818,42.95424,35.00211,56.00404,60.43024,51.57784,13:13:16 30 Jul 2017
Donald Trump,Adults,7/30/2017,37.82521,41.84805,33.80238,56.02435,60.48609,51.5626,13:13:13 30 Jul 2017
Donald Trump,All polls,7/30/2017,38.35231,42.70267,34.00195,55.75294,60.21958,51.28629,13:13:10 30 Jul 2017
Donald Trump,Voters,7/29/2017,38.97818,42.95424,35.00211,56.00404,60.43024,51.57784,13:07:16 29 Jul 2017
Donald Trump,Adults,7/29/2017,37.87874,41.89894,33.85854,55.96958,60.3989,51.54026,13:07:13 29 Jul 2017
Donald Trump,All polls,7/29/2017,38.38412,42.71571,34.05252,55.72515,60.15879,51.2915,13:07:10 29 Jul 2017
Donald Trump,Adults,7/28/2017,37.84032,41.85498,33.82565,55.90107,60.32299,51.47914,17:25:15 28 Jul 2017
Donald Trump,Voters,7/28/2017,38.97818,42.95424,35.00211,56.00404,60.43024,51.57784,17:25:18 28 Jul 2017
Donald Trump,All polls,7/28/2017,38.35725,42.68003,34.03447,55.68452,60.10131,51.26774,17:25:12 28 Jul 2017
Donald Trump,Voters,7/27/2017,39.90546,43.82129,35.98964,54.90348,59.19101,50.61594,13:08:20 27 Jul 2017
Donald Trump,Adults,7/27/2017,38.03011,42.28168,33.77855,55.41692,59.83472,50.99912,13:08:17 27 Jul 2017
Donald Trump,All polls,7/27/2017,38.54928,43.03683,34.06173,55.34732,59.72181,50.97283,13:08:13 27 Jul 2017
Donald Trump,Voters,7/26/2017,40.10891,44.02824,36.18957,54.68523,58.83035,50.54011,13:05:26 26 Jul 2017
Donald Trump,Adults,7/26/2017,37.87655,42.12126,33.63184,55.62539,60.06873,51.18205,13:05:24 26 Jul 2017
Donald Trump,All polls,7/26/2017,38.54961,43.06865,34.03057,55.35145,59.71321,50.98969,13:05:21 26 Jul 2017
Donald Trump,Voters,7/25/2017,40.00367,43.97943,36.02792,54.72099,58.9141,50.52788,18:09:18 25 Jul 2017
Donald Trump,Adults,7/25/2017,37.56762,41.91506,33.22018,55.98916,60.30493,51.6734,18:09:15 25 Jul 2017
Donald Trump,All polls,7/25/2017,38.38955,42.97971,33.79939,55.60064,59.89718,51.3041,18:09:12 25 Jul 2017
Donald Trump,Adults,7/24/2017,38.53267,42.73199,34.33334,55.30663,59.52424,51.08902,13:03:13 24 Jul 2017
Donald Trump,Voters,7/24/2017,40.00105,44.01979,35.98231,54.82607,58.90247,50.74966,13:03:16 24 Jul 2017
Donald Trump,All polls,7/24/2017,39.05289,43.44463,34.66116,55.13695,59.24187,51.03202,13:03:10 24 Jul 2017
Donald Trump,Adults,7/23/2017,37.63227,41.22648,34.03806,55.98546,59.82065,52.15028,13:04:13 23 Jul 2017
Donald Trump,Voters,7/23/2017,39.92391,43.88772,35.9601,54.90389,58.95335,50.85444,13:04:15 23 Jul 2017
Donald Trump,All polls,7/23/2017,38.4932,42.67521,34.3112,55.55575,59.46841,51.64308,13:04:10 23 Jul 2017
Donald Trump,Voters,7/22/2017,39.92391,43.88772,35.9601,54.90389,58.95335,50.85444,13:06:16 22 Jul 2017
Donald Trump,Adults,7/22/2017,37.51841,41.09487,33.94195,56.16276,59.99729,52.32823,13:06:13 22 Jul 2017
Donald Trump,All polls,7/22/2017,38.41841,42.60358,34.23324,55.68146,59.60043,51.7625,13:06:10 22 Jul 2017
Donald Trump,Adults,7/21/2017,37.44432,41.0191,33.86955,56.22223,60.06737,52.37708,15:05:16 21 Jul 2017
Donald Trump,Voters,7/21/2017,39.92391,43.88772,35.9601,54.90389,58.95335,50.85444,15:05:19 21 Jul 2017
Donald Trump,All polls,7/21/2017,38.3734,42.56104,34.18576,55.72233,59.64466,51.8,15:05:13 21 Jul 2017
Donald Trump,Adults,7/20/2017,37.8655,41.33248,34.39853,56.34587,60.41756,52.27419,13:02:13 20 Jul 2017
Donald Trump,Voters,7/20/2017,40.24314,44.31455,36.17173,54.3571,58.34778,50.36642,13:02:16 20 Jul 2017
Donald Trump,All polls,7/20/2017,38.6458,42.80268,34.48891,55.76773,59.86781,51.66766,13:02:10 20 Jul 2017
Donald Trump,Voters,7/19/2017,40.23778,44.30059,36.17496,54.35539,58.35008,50.36069,20:49:15 19 Jul 2017
Donald Trump,Adults,7/19/2017,37.97404,41.37779,34.5703,56.19024,60.15877,52.22171,20:49:12 19 Jul 2017
Donald Trump,All polls,7/19/2017,38.71251,42.81013,34.61489,55.67002,59.71012,51.62992,20:49:09 19 Jul 2017
Donald Trump,Voters,7/18/2017,40.80437,45.08408,36.52465,53.83469,57.90987,49.75951,15:25:16 18 Jul 2017
Donald Trump,Adults,7/18/2017,38.04208,41.48399,34.60018,56.00087,60.01667,51.98506,15:25:14 18 Jul 2017
Donald Trump,All polls,7/18/2017,38.72128,42.93108,34.51148,55.6564,59.73441,51.5784,15:25:11 18 Jul 2017
Donald Trump,Adults,7/17/2017,38.4192,41.91361,34.9248,55.60708,59.59241,51.62175,13:24:13 17 Jul 2017
Donald Trump,Voters,7/17/2017,40.74656,45.23213,36.26099,53.64394,57.86213,49.42576,13:24:15 17 Jul 2017
Donald Trump,All polls,7/17/2017,38.81894,43.13393,34.50394,55.38853,59.534,51.24305,13:24:10 17 Jul 2017
Donald Trump,Voters,7/16/2017,40.88952,45.42131,36.35773,54.01481,58.23363,49.79599,13:33:14 16 Jul 2017
Donald Trump,Adults,7/16/2017,37.84597,41.53548,34.15647,56.33533,60.28469,52.38597,13:33:12 16 Jul 2017
Donald Trump,All polls,7/16/2017,38.60715,43.2235,33.9908,55.70111,59.92703,51.47519,13:33:09 16 Jul 2017
Donald Trump,Voters,7/15/2017,41.46784,45.88824,37.04744,53.40601,57.68776,49.12427,13:03:14 15 Jul 2017
Donald Trump,Adults,7/15/2017,38.29617,41.91101,34.68133,55.9601,59.95897,51.96122,13:03:12 15 Jul 2017
Donald Trump,All polls,7/15/2017,39.09839,43.63673,34.56005,55.3304,59.56072,51.10008,13:03:09 15 Jul 2017
Donald Trump,Voters,7/14/2017,41.46821,45.88934,37.04708,53.40542,57.68714,49.12371,16:24:16 14 Jul 2017
Donald Trump,Adults,7/14/2017,38.36245,41.95557,34.76933,55.82526,59.79289,51.85762,16:24:13 14 Jul 2017
Donald Trump,All polls,7/14/2017,39.14643,43.65331,34.63956,55.23926,59.42607,51.05245,16:24:10 14 Jul 2017
Donald Trump,Adults,7/13/2017,37.98452,41.58894,34.38009,55.81583,60.06542,51.56623,09:43:13 13 Jul 2017
Donald Trump,Voters,7/13/2017,41.25047,45.71526,36.78569,53.57362,57.79064,49.35661,09:43:15 13 Jul 2017
Donald Trump,All polls,7/13/2017,39.25278,43.9978,34.50777,55.00865,59.34611,50.67118,09:43:10 13 Jul 2017
Donald Trump,Adults,7/12/2017,37.98452,41.58894,34.38009,55.81583,60.06542,51.56623,13:03:12 12 Jul 2017
Donald Trump,Voters,7/12/2017,41.33458,45.81248,36.85669,53.47686,57.61976,49.33395,13:03:15 12 Jul 2017
Donald Trump,All polls,7/12/2017,39.29457,44.04103,34.54811,54.95346,59.27117,50.63574,13:03:10 12 Jul 2017
Donald Trump,Voters,7/11/2017,41.28938,45.78644,36.79231,53.67112,57.71157,49.63067,19:14:15 11 Jul 2017
Donald Trump,Adults,7/11/2017,38.07668,41.70876,34.44459,55.98864,60.21886,51.75842,19:14:12 11 Jul 2017
Donald Trump,All polls,7/11/2017,39.24297,43.7589,34.72705,55.10878,59.33429,50.88327,19:14:10 11 Jul 2017
Donald Trump,Voters,7/10/2017,40.97753,45.67814,36.27691,53.88207,58.17496,49.58917,13:04:17 10 Jul 2017
Donald Trump,Adults,7/10/2017,37.7802,41.46539,34.09501,55.95912,60.37428,51.54397,13:04:15 10 Jul 2017
Donald Trump,All polls,7/10/2017,39.12117,43.77384,34.46849,55.04463,59.39623,50.69302,13:04:12 10 Jul 2017
Donald Trump,Voters,7/9/2017,40.9719,45.57987,36.36393,53.88918,58.12414,49.65421,13:04:14  9 Jul 2017
Donald Trump,Adults,7/9/2017,37.73914,41.42068,34.05761,55.99558,60.41068,51.58048,13:04:11  9 Jul 2017
Donald Trump,All polls,7/9/2017,39.08517,43.70378,34.46656,55.06653,59.43101,50.70205,13:04:09  9 Jul 2017
Donald Trump,Adults,7/8/2017,37.63799,41.30652,33.96945,56.03509,60.44957,51.6206,13:03:12  8 Jul 2017
Donald Trump,Voters,7/8/2017,40.9719,45.57987,36.36393,53.88918,58.12414,49.65421,13:03:14  8 Jul 2017
Donald Trump,All polls,7/8/2017,39.03389,43.65359,34.41419,55.08215,59.44303,50.72127,13:03:09  8 Jul 2017
Donald Trump,Adults,7/7/2017,37.56738,41.24331,33.89145,56.12503,60.55323,51.69684,17:27:12  7 Jul 2017
Donald Trump,Voters,7/7/2017,40.9719,45.57987,36.36393,53.88918,58.12414,49.65421,17:27:14  7 Jul 2017
Donald Trump,All polls,7/7/2017,39.01347,43.63103,34.39591,55.12906,59.4956,50.76252,17:27:09  7 Jul 2017
Donald Trump,Voters,7/6/2017,40.9981,45.38999,36.60621,53.72767,57.86521,49.59013,13:06:15  6 Jul 2017
Donald Trump,Adults,7/6/2017,37.44537,40.93926,33.95148,55.90229,60.37643,51.42815,13:06:12  6 Jul 2017
Donald Trump,All polls,7/6/2017,39.00697,43.60416,34.40978,54.95916,59.34011,50.57821,13:06:10  6 Jul 2017
Donald Trump,Adults,7/5/2017,37.4516,40.96217,33.94103,55.89673,60.39372,51.39974,17:19:12  5 Jul 2017
Donald Trump,Voters,7/5/2017,41.05097,45.47329,36.62865,53.6532,57.79597,49.51043,17:19:14  5 Jul 2017
Donald Trump,All polls,7/5/2017,39.03904,43.63164,34.44644,54.90335,59.316,50.49069,17:19:09  5 Jul 2017
Donald Trump,Voters,7/4/2017,41.50266,45.93007,37.07524,53.08095,57.03258,49.12931,13:06:14  4 Jul 2017
Donald Trump,Adults,7/4/2017,37.41192,41.20735,33.6165,55.53621,60.18404,50.88838,13:06:12  4 Jul 2017
Donald Trump,All polls,7/4/2017,39.41248,44.19063,34.63433,54.46843,58.93663,50.00022,13:06:10  4 Jul 2017
Donald Trump,Adults,7/3/2017,37.54239,41.31401,33.77077,55.46515,60.08126,50.84904,13:03:12  3 Jul 2017
Donald Trump,Voters,7/3/2017,41.5316,45.95436,37.10884,53.03595,56.94992,49.12199,13:03:14  3 Jul 2017
Donald Trump,All polls,7/3/2017,39.52999,44.26207,34.79792,54.39137,58.82858,49.95415,13:03:10  3 Jul 2017
Donald Trump,Adults,7/2/2017,37.37842,41.15376,33.60308,55.55313,60.18834,50.91793,13:06:11  2 Jul 2017
Donald Trump,Voters,7/2/2017,41.68539,46.1218,37.24899,52.85609,56.67764,49.03455,13:06:13  2 Jul 2017
Donald Trump,All polls,7/2/2017,39.51341,44.30066,34.72616,54.3523,58.80197,49.90263,13:06:08  2 Jul 2017
Donald Trump,Voters,7/1/2017,41.68539,46.1218,37.24899,52.85609,56.67764,49.03455,13:05:14  1 Jul 2017
Donald Trump,Adults,7/1/2017,37.45395,41.21778,33.69012,55.56271,60.19781,50.9276,13:05:12  1 Jul 2017
Donald Trump,All polls,7/1/2017,39.58723,44.34394,34.83052,54.34242,58.78121,49.90363,13:05:09  1 Jul 2017
Donald Trump,Adults,6/30/2017,37.43984,41.20217,33.67751,55.56991,60.20266,50.93716,16:23:12 30 Jun 2017
Donald Trump,Voters,6/30/2017,41.68539,46.1218,37.24899,52.85609,56.67764,49.03455,16:23:14 30 Jun 2017
Donald Trump,All polls,6/30/2017,39.60293,44.34719,34.85867,54.33164,58.76026,49.90302,16:23:10 30 Jun 2017
Donald Trump,Adults,6/29/2017,37.67141,41.59846,33.74437,55.34303,60.11432,50.57174,13:09:11 29 Jun 2017
Donald Trump,Voters,6/29/2017,41.86575,46.33982,37.39169,52.88573,56.71787,49.05359,13:09:14 29 Jun 2017
Donald Trump,All polls,6/29/2017,39.93516,44.7401,35.13022,54.1336,58.62613,49.64108,13:09:09 29 Jun 2017
Donald Trump,Voters,6/28/2017,41.81993,46.51572,37.12415,52.67577,56.62168,48.72987,20:13:13 28 Jun 2017
Donald Trump,Adults,6/28/2017,37.54221,41.44012,33.64429,55.36171,60.12468,50.59874,20:13:11 28 Jun 2017
Donald Trump,All polls,6/28/2017,39.3798,44.38748,34.37212,54.28488,58.96166,49.6081,20:13:09 28 Jun 2017
Donald Trump,Voters,6/27/2017,41.78716,46.6125,36.96183,53.23951,57.33175,49.14727,16:57:14 27 Jun 2017
Donald Trump,Adults,6/27/2017,37.48801,41.59288,33.38314,56.62576,61.22116,52.03036,16:57:12 27 Jun 2017
Donald Trump,All polls,6/27/2017,38.71787,43.81157,33.62417,55.64397,60.16024,51.1277,16:57:10 27 Jun 2017
Donald Trump,Adults,6/26/2017,38.38256,42.30339,34.46173,56.12514,60.77531,51.47498,13:05:12 26 Jun 2017
Donald Trump,Voters,6/26/2017,42.26113,47.13463,37.38763,53.22862,57.44697,49.01027,13:05:14 26 Jun 2017
Donald Trump,All polls,6/26/2017,39.46778,44.43855,34.497,55.20918,59.75242,50.66594,13:05:10 26 Jun 2017
Donald Trump,Voters,6/25/2017,42.15164,47.11041,37.19287,53.26928,57.63242,48.90615,13:06:13 25 Jun 2017
Donald Trump,Adults,6/25/2017,38.60531,42.54538,34.66523,56.04652,60.8044,51.28865,13:06:11 25 Jun 2017
Donald Trump,All polls,6/25/2017,39.58413,44.52223,34.64603,55.20745,59.83112,50.58379,13:06:09 25 Jun 2017
Donald Trump,Adults,6/24/2017,38.69684,42.61763,34.77605,55.90369,60.63505,51.17233,13:05:12 24 Jun 2017
Donald Trump,Voters,6/24/2017,42.15164,47.11041,37.19287,53.26928,57.63242,48.90615,13:05:14 24 Jun 2017
Donald Trump,All polls,6/24/2017,39.66325,44.57659,34.7499,55.09979,59.691,50.50858,13:05:09 24 Jun 2017
Donald Trump,Voters,6/23/2017,42.15164,47.11041,37.19287,53.26928,57.63242,48.90615,17:31:13 23 Jun 2017
Donald Trump,Adults,6/23/2017,38.85541,42.80199,34.90883,55.87791,60.59999,51.15583,17:31:11 23 Jun 2017
Donald Trump,All polls,6/23/2017,39.77451,44.676,34.87303,55.08252,59.65898,50.50606,17:31:09 23 Jun 2017
Donald Trump,Adults,6/22/2017,38.19526,42.07628,34.31423,56.32613,61.22327,51.429,17:52:12 22 Jun 2017
Donald Trump,Voters,6/22/2017,41.33515,46.1096,36.5607,53.73629,58.23534,49.23724,17:52:14 22 Jun 2017
Donald Trump,All polls,6/22/2017,38.74978,43.3579,34.14165,55.69723,60.42154,50.97293,17:52:10 22 Jun 2017
Donald Trump,Adults,6/21/2017,37.71882,41.66222,33.77543,56.43047,61.4958,51.36514,13:12:12 21 Jun 2017
Donald Trump,Voters,6/21/2017,41.27916,45.99531,36.56301,53.78546,58.26405,49.30687,13:12:14 21 Jun 2017
Donald Trump,All polls,6/21/2017,38.40358,43.05761,33.74956,55.77647,60.63239,50.92056,13:12:10 21 Jun 2017
Donald Trump,Voters,6/20/2017,41.74133,46.55068,36.93198,53.18612,57.17889,49.19334,13:07:13 20 Jun 2017
Donald Trump,Adults,6/20/2017,38.05501,42.15563,33.95438,55.89925,60.62563,51.17287,13:07:11 20 Jun 2017
Donald Trump,All polls,6/20/2017,38.62213,43.38256,33.8617,55.34938,59.91515,50.78362,13:07:09 20 Jun 2017
Donald Trump,Adults,6/19/2017,38.20811,42.54373,33.87248,55.95309,61.15396,50.75222,13:11:10 19 Jun 2017
Donald Trump,Voters,6/19/2017,41.07663,46.22794,35.92532,53.4833,57.78094,49.18565,13:11:12 19 Jun 2017
Donald Trump,All polls,6/19/2017,38.71433,43.69634,33.73232,55.33969,60.26365,50.41574,13:11:08 19 Jun 2017
Donald Trump,Adults,6/18/2017,38.2633,42.58323,33.94336,55.92405,61.11977,50.72832,13:04:10 18 Jun 2017
Donald Trump,Voters,6/18/2017,41.08271,46.18059,35.98484,53.55498,57.80258,49.30737,13:04:12 18 Jun 2017
Donald Trump,All polls,6/18/2017,38.73221,43.68423,33.78019,55.37252,60.29601,50.44904,13:04:08 18 Jun 2017
Donald Trump,Voters,6/17/2017,41.08271,46.18059,35.98484,53.55498,57.80258,49.30737,13:03:12 17 Jun 2017
Donald Trump,Adults,6/17/2017,38.22923,42.53318,33.92529,55.98989,61.17151,50.80827,13:03:10 17 Jun 2017
Donald Trump,All polls,6/17/2017,38.7223,43.65948,33.78512,55.40695,60.3134,50.50051,13:03:08 17 Jun 2017
Donald Trump,Voters,6/16/2017,41.08271,46.18059,35.98484,53.55498,57.80258,49.30737,17:46:13 16 Jun 2017
Donald Trump,Adults,6/16/2017,38.13759,42.42458,33.8506,56.16522,61.33659,50.99385,17:46:11 16 Jun 2017
Donald Trump,All polls,6/16/2017,38.66948,43.59479,33.74418,55.51431,60.41283,50.61578,17:46:09 16 Jun 2017
Donald Trump,Adults,6/15/2017,38.17562,42.57939,33.77184,56.75382,62.05133,51.45631,13:04:10 15 Jun 2017
Donald Trump,Voters,6/15/2017,40.40865,45.45263,35.36467,53.82967,58.14452,49.51482,13:04:12 15 Jun 2017
Donald Trump,All polls,6/15/2017,38.38903,43.29962,33.47845,55.9732,60.9323,51.0141,13:04:08 15 Jun 2017
Donald Trump,Voters,6/14/2017,40.24654,45.1449,35.34819,53.96759,58.25368,49.68151,13:22:12 14 Jun 2017
Donald Trump,Adults,6/14/2017,37.58538,41.19516,33.97561,56.83662,61.12059,52.55265,13:22:11 14 Jun 2017
Donald Trump,All polls,6/14/2017,38.3791,43.01754,33.74066,55.65119,59.86611,51.43627,13:22:09 14 Jun 2017
Donald Trump,Voters,6/13/2017,39.90106,44.8733,34.92881,54.4931,58.6314,50.35481,18:18:13 13 Jun 2017
Donald Trump,Adults,6/13/2017,37.42384,41.08774,33.75994,57.09056,61.18656,52.99457,18:18:11 13 Jun 2017
Donald Trump,All polls,6/13/2017,38.25534,42.89152,33.61917,55.78836,59.96687,51.60986,18:18:09 13 Jun 2017
Donald Trump,Voters,6/12/2017,39.8111,44.95952,34.66269,54.497,58.70685,50.28715,16:50:14 12 Jun 2017
Donald Trump,Adults,6/12/2017,37.24044,40.82742,33.65347,57.05828,61.16671,52.94985,16:50:13 12 Jun 2017
Donald Trump,All polls,6/12/2017,38.29467,43.10337,33.48596,55.58596,59.77042,51.4015,16:50:11 12 Jun 2017
Donald Trump,Adults,6/11/2017,37.39389,40.88179,33.90599,56.96007,60.98165,52.93849,13:04:10 11 Jun 2017
Donald Trump,Voters,6/11/2017,39.4872,44.72883,34.24557,55.18361,59.24485,51.12236,13:04:12 11 Jun 2017
Donald Trump,All polls,6/11/2017,38.09373,42.89088,33.29659,55.9653,59.99905,51.93155,13:04:08 11 Jun 2017
Donald Trump,Adults,6/10/2017,37.4267,40.90689,33.94651,56.84025,60.81255,52.86795,13:06:10 10 Jun 2017
Donald Trump,Voters,6/10/2017,39.4872,44.72883,34.24557,55.18361,59.24485,51.12236,13:06:12 10 Jun 2017
Donald Trump,All polls,6/10/2017,38.12778,42.90308,33.35248,55.87754,59.85918,51.89591,13:06:08 10 Jun 2017
Donald Trump,Voters,6/9/2017,39.4872,44.72883,34.24557,55.18361,59.24485,51.12236,14:43:12  9 Jun 2017
Donald Trump,Adults,6/9/2017,37.27892,40.75511,33.80274,56.98267,60.98679,52.97855,14:43:10  9 Jun 2017
Donald Trump,All polls,6/9/2017,38.04195,42.81776,33.26614,55.96476,59.97122,51.9583,14:43:08  9 Jun 2017
Donald Trump,Adults,6/8/2017,37.59521,41.01394,34.17648,56.70111,60.82177,52.58046,14:19:10  8 Jun 2017
Donald Trump,Voters,6/8/2017,39.56704,44.87513,34.25895,55.13066,59.27013,50.9912,14:19:12  8 Jun 2017
Donald Trump,All polls,6/8/2017,38.24259,43.04533,33.43984,55.77963,59.84056,51.7187,14:19:08  8 Jun 2017
Donald Trump,Adults,6/7/2017,37.62785,41.06159,34.1941,56.87752,61.10828,52.64675,13:25:11  7 Jun 2017
Donald Trump,Voters,6/7/2017,39.47573,44.69165,34.2598,55.21827,59.34021,51.09632,13:25:13  7 Jun 2017
Donald Trump,All polls,6/7/2017,38.28024,43.07074,33.48973,55.87093,59.99118,51.75068,13:25:09  7 Jun 2017
Donald Trump,Voters,6/6/2017,40.25127,44.90175,35.6008,54.70671,58.98392,50.4295,16:15:15  6 Jun 2017
Donald Trump,Adults,6/6/2017,37.5394,41.06022,34.01857,56.78997,61.15226,52.42768,16:15:13  6 Jun 2017
Donald Trump,All polls,6/6/2017,38.60328,43.15037,34.05618,55.67593,59.98829,51.36356,16:15:11  6 Jun 2017
Donald Trump,Voters,6/5/2017,40.30796,45.05179,35.56414,54.25923,58.43926,50.07919,13:04:12  5 Jun 2017
Donald Trump,Adults,6/5/2017,38.07709,41.73353,34.42064,55.82519,60.04972,51.60065,13:04:10  5 Jun 2017
Donald Trump,All polls,6/5/2017,38.99826,43.55975,34.43677,55.00614,59.14022,50.87205,13:04:08  5 Jun 2017
Donald Trump,Adults,6/4/2017,38.04909,41.72054,34.37764,55.86415,60.09843,51.62987,13:06:10  4 Jun 2017
Donald Trump,Voters,6/4/2017,40.13013,44.71383,35.54644,54.41492,58.57169,50.25816,13:06:11  4 Jun 2017
Donald Trump,All polls,6/4/2017,38.89021,43.33281,34.44762,55.1037,59.26466,50.94274,13:06:08  4 Jun 2017
Donald Trump,Voters,6/3/2017,40.41716,45.03052,35.8038,54.00002,58.06133,49.93871,13:09:11  3 Jun 2017
Donald Trump,Adults,6/3/2017,38.15836,41.7485,34.56821,55.66989,59.90916,51.43062,13:09:10  3 Jun 2017
