date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,score1,score2
1960-11-27,1960,0,,PIT,WSH,1494.269,1337.785,0.7815913854266643,0.2184086145733357,1504.448,1327.606,22,10
1960-11-27,1960,0,,LAC,OAK,1308.077,1252.507,0.6668687540398959,0.3331312459601041,1328.409,1232.175,52,28
1960-11-27,1960,0,,DEN,BUF,1253.506,1281.948,0.5524178812295099,0.44758211877049014,1251.907,1283.546,38,38
1960-11-27,1960,0,,ARI,CLE,1475.573,1583.978,0.43785813912114124,0.5621418608788588,1477.468,1582.083,17,17
1960-12-04,1960,0,,KC,TEN,1314.5,1440.773,0.412724016244609,0.5872759837553909,1353.391,1401.883,24,0
1960-12-04,1960,0,,OAK,LAC,1232.175,1328.409,0.45517136069032954,0.5448286393096704,1203.283,1357.302,17,41
1960-12-04,1960,0,,CLE,WSH,1582.083,1327.606,0.8628371948948592,0.13716280510514078,1588.035,1321.654,27,16
1960-12-04,1960,0,,DEN,NYJ,1251.907,1260.917,0.5798857366275054,0.4201142633724946,1235.41,1277.415,27,30
1960-12-04,1960,0,,BUF,NE,1283.546,1287.772,0.5865795708399343,0.4134204291600657,1309.446,1261.873,38,14
1960-12-04,1960,0,,CHI,GB,1561.511,1526.369,0.640253296393536,0.359746703606464,1516.337,1571.543,13,41
1960-12-04,1960,0,,IND,DET,1603.668,1483.153,0.7441992874674284,0.25580071253257164,1574.543,1512.277,15,20
1960-12-04,1960,0,,NYG,DAL,1556.826,1198.056,0.9197840257126791,0.08021597428732086,1544.023,1210.858,31,31
1960-12-04,1960,0,,ARI,PHI,1477.468,1590.861,0.4308037811436653,0.5691962188563346,1454.637,1613.692,6,20
1960-12-04,1960,0,,LAR,SF,1435.817,1510.444,0.4861491779037536,0.5138508220962463,1408.389,1537.872,7,23
1960-12-10,1960,0,,LAC,DEN,1357.302,1235.41,0.745705334463989,0.254294665536011,1367.602,1225.11,41,33
1960-12-10,1960,0,,SF,GB,1537.872,1571.543,0.5449642529900074,0.4550357470099926,1508.692,1600.723,0,13
1960-12-11,1960,0,,TEN,BUF,1401.883,1309.446,0.712238378673649,0.28776162132635097,1413.684,1297.645,31,23
1960-12-11,1960,0,,WSH,NYG,1321.654,1544.023,0.2878418554161224,0.7121581445838776,1307.105,1558.572,3,17
1960-12-11,1960,0,,OAK,NYJ,1203.283,1277.415,0.4868610211263925,0.5131389788736075,1189.84,1290.857,28,31
1960-12-11,1960,0,,KC,NE,1353.391,1261.873,0.7111529124105282,0.28884708758947175,1372.565,1242.698,34,0
1960-12-11,1960,0,,LAR,IND,1408.389,1574.543,0.35840601186864235,0.6415939881313577,1436.359,1546.574,10,3
1960-12-11,1960,0,,DET,DAL,1512.277,1210.858,0.8918016203144338,0.10819837968556623,1516.549,1206.587,23,14
1960-12-11,1960,0,,PIT,PHI,1504.448,1613.692,0.4366697303588183,0.5633302696411817,1526.822,1591.318,27,21
1960-12-11,1960,0,,CLE,CHI,1588.035,1516.337,0.6871646559507281,0.31283534404927194,1610.191,1494.181,42,0
1960-12-17,1960,0,,OAK,DEN,1189.84,1225.11,0.5426807877413815,0.4573192122586185,1222.901,1192.048,48,10
1960-12-17,1960,0,,LAR,GB,1436.359,1600.723,0.3607788851583178,0.6392211148416822,1417.663,1619.418,21,35
1960-12-18,1960,0,,WSH,PHI,1307.105,1591.318,0.22064845890810572,0.7793515410918943,1297.482,1600.941,28,38
1960-12-18,1960,0,,ARI,PIT,1454.637,1526.822,0.4896614275941498,0.5103385724058502,1490.127,1491.332,38,7
1960-12-18,1960,0,,TEN,NE,1413.684,1242.698,0.7955067905095333,0.20449320949046668,1424.149,1232.233,37,21
1960-12-18,1960,0,,DET,CHI,1516.549,1494.181,0.6231477939728993,0.3768522060271007,1542.725,1468.004,36,0
1960-12-18,1960,0,,NYG,CLE,1558.572,1610.191,0.5192472914042219,0.4807527085957781,1530.277,1638.486,34,48
1960-12-18,1960,0,,SF,IND,1508.692,1546.574,0.5389468818206482,0.4610531181793518,1538.012,1517.254,34,10
1960-12-18,1960,0,,KC,BUF,1372.565,1297.645,0.6911378561955284,0.30886214380447163,1389.352,1280.858,24,7
1960-12-18,1960,0,,LAC,NYJ,1367.602,1290.857,0.6933759214807426,0.30662407851925744,1379.582,1278.877,50,43
1960-12-26,1960,0,c,PHI,GB,1600.941,1619.418,0.5665546725223771,0.4334453274776229,1614.604,1605.755,17,13
1961-01-01,1960,0,c,TEN,LAC,1424.149,1379.582,0.6526523285278636,0.3473476714721364,1438.688,1365.042,24,16
1961-09-09,1961,0,,NE,NYJ,1323.155,1354.251,0.5486374917177174,0.45136250828228264,1315.43,1361.976,20,21
1961-09-09,1961,0,,TEN,OAK,1460.792,1316.934,0.7689307196336579,0.2310692803663421,1477.782,1299.944,55,0
1961-09-10,1961,0,,BUF,DEN,1355.572,1296.365,0.6715034827568378,0.3284965172431622,1319.063,1332.874,10,22
1961-09-10,1961,0,,KC,LAC,1427.902,1411.695,0.6147835970285793,0.3852164029714207,1391.73,1447.866,10,26
1961-09-16,1961,0,,NE,DEN,1315.43,1332.874,0.5680143571942043,0.43198564280579566,1343.907,1304.397,45,17
1961-09-17,1961,0,,GB,DET,1572.17,1530.15,0.6493211628601988,0.3506788371398012,1550.201,1552.119,13,17
1961-09-17,1961,0,,PHI,CLE,1578.07,1593.991,0.570164278479302,0.42983572152069804,1595.556,1576.505,27,20
1961-09-17,1961,0,,MIN,CHI,1300.0,1480.336,0.3398579314299402,0.6601420685700599,1344.85,1435.487,37,13
1961-09-17,1961,0,,NYG,ARI,1521.851,1495.085,0.6290742902901593,0.37092570970984073,1489.227,1527.71,10,21
1961-09-17,1961,0,,DAL,PIT,1306.058,1495.888,0.32770592002250276,0.6722940799774972,1325.819,1476.127,27,24
1961-09-17,1961,0,,BUF,NYJ,1319.063,1361.976,0.531742998244916,0.468257001755084,1341.297,1339.743,41,31
1961-09-17,1961,0,,SF,WSH,1527.008,1366.654,0.7853704338315165,0.2146295661684835,1540.623,1353.04,35,3
1961-09-17,1961,0,,LAC,OAK,1447.866,1299.944,0.7730611505307043,0.22693884946929566,1463.619,1284.191,44,0
1961-09-17,1961,0,,IND,LAR,1513.169,1446.775,0.6805639432317283,0.3194360567682717,1521.527,1438.418,27,24
1961-09-23,1961,0,,BUF,NE,1341.297,1343.907,0.588833618791484,0.411166381208516,1327.981,1357.223,21,23
1961-09-23,1961,0,,LAR,CHI,1438.418,1435.487,0.5965335793526165,0.4034664206473835,1418.604,1455.3,17,21
1961-09-24,1961,0,,GB,SF,1550.201,1540.623,0.6057078107216183,0.3942921892783817,1573.422,1517.401,30,10
1961-09-24,1961,0,,DAL,MIN,1325.819,1344.85,0.5657713629511034,0.4342286370488966,1348.856,1321.813,21,7
1961-09-24,1961,0,,CLE,ARI,1576.505,1527.71,0.6581490667763611,0.3418509332236389,1585.517,1518.698,20,17
1961-09-24,1961,0,,PHI,WSH,1595.556,1353.04,0.8544830875658067,0.1455169124341933,1600.866,1347.73,14,7
1961-09-24,1961,0,,LAC,TEN,1463.619,1477.782,0.5726426425888963,0.4273573574111037,1483.651,1457.75,34,24
1961-09-24,1961,0,,NYJ,DEN,1339.743,1304.397,0.6405237314185132,0.35947626858148685,1354.041,1290.099,35,28
1961-09-24,1961,0,,IND,DET,1521.527,1552.119,0.5493558409216439,0.4506441590783561,1513.79,1559.856,15,16
1961-09-24,1961,0,,OAK,KC,1284.191,1391.73,0.43908554048544285,0.5609144595145572,1266.277,1409.645,35,42
1961-09-24,1961,0,,PIT,NYG,1476.127,1489.227,0.5741394622284394,0.42586053777156063,1459.824,1505.53,14,17
1961-09-30,1961,0,,BUF,LAC,1327.981,1483.651,0.37239906501101805,0.627600934988982,1312.264,1499.368,11,19
1961-10-01,1961,0,,KC,TEN,1409.645,1457.75,0.5242947129459173,0.47570528705408266,1426.562,1440.833,26,21
1961-10-01,1961,0,,WSH,NYG,1347.73,1505.53,0.3695378987956031,0.6304621012043969,1337.899,1515.361,21,24
1961-10-01,1961,0,,DET,SF,1559.856,1517.401,0.6498911321896998,0.35010886781030015,1506.397,1570.86,0,49
1961-10-01,1961,0,,OAK,DEN,1266.277,1290.099,0.55898398229016,0.44101601770984,1289.724,1266.652,33,19
1961-10-01,1961,0,,CLE,DAL,1585.517,1348.856,0.8502419933072212,0.14975800669277883,1593.272,1341.1,25,7
1961-10-01,1961,0,,LAR,PIT,1418.604,1459.824,0.5341688315131977,0.4658311684868023,1440.706,1437.722,24,14
1961-10-01,1961,0,,NYJ,NE,1354.041,1357.223,0.5880361961188929,0.4119638038811071,1370.706,1340.558,37,30
1961-10-01,1961,0,,GB,CHI,1573.422,1455.3,0.7415681357562153,0.2584318642437847,1588.781,1439.941,24,0
1961-10-01,1961,0,,IND,MIN,1513.79,1321.813,0.8144635812271115,0.1855364187728885,1516.093,1319.51,34,33
1961-10-01,1961,0,,PHI,ARI,1600.866,1518.698,0.6999725411576787,0.3000274588423213,1580.067,1539.496,27,30
1961-10-07,1961,0,,NE,LAC,1340.558,1499.368,0.36818437926464115,0.6318156207353589,1323.008,1516.918,27,38
1961-10-08,1961,0,,SF,LAR,1570.86,1440.706,0.7546182309260836,0.2453817690739164,1587.014,1424.552,35,0
1961-10-08,1961,0,,CLE,WSH,1593.272,1337.899,0.863446473554277,0.13655352644572305,1600.946,1330.226,31,7
1961-10-08,1961,0,,PHI,PIT,1580.067,1437.722,0.7673796199086224,0.23262038009137764,1587.685,1430.104,21,16
1961-10-08,1961,0,,ARI,NYG,1539.496,1515.361,0.6255334452778556,0.3744665547221444,1503.345,1551.513,9,24
1961-10-08,1961,0,,DEN,KC,1266.652,1426.562,0.3667126080354657,0.6332873919645343,1252.032,1441.182,12,19
1961-10-08,1961,0,,MIN,DAL,1319.51,1341.1,0.5621489452985076,0.43785105470149244,1280.889,1379.721,0,28
1961-10-08,1961,0,,GB,IND,1588.781,1516.093,0.6883884359735667,0.3116115640264333,1610.268,1494.606,45,7
1961-10-08,1961,0,,DET,CHI,1506.397,1439.941,0.6806415272498156,0.31935847275018436,1467.19,1479.148,17,31
1961-10-08,1961,0,,TEN,BUF,1440.833,1312.264,0.7529248228410517,0.24707517715894833,1401.24,1351.856,12,22
1961-10-13,1961,0,,NE,TEN,1323.008,1401.24,0.480966822607353,0.519033177392647,1323.589,1400.66,31,31
1961-10-15,1961,0,,PIT,WSH,1430.104,1330.226,0.7209369739186969,0.27906302608130307,1445.912,1314.418,20,0
1961-10-15,1961,0,,MIN,SF,1280.889,1587.014,0.19972290966482742,0.8002770903351726,1271.141,1596.763,24,38
1961-10-15,1961,0,,DEN,OAK,1252.032,1289.724,0.5392186431653552,0.46078135683464483,1264.651,1277.105,27,24
1961-10-15,1961,0,,ARI,PHI,1503.345,1587.685,0.4721962142837931,0.5278037857162069,1478.639,1612.391,7,20
1961-10-15,1961,0,,DAL,NYG,1379.721,1551.513,0.3509777500817197,0.6490222499182803,1359.028,1572.206,10,31
1961-10-15,1961,0,,BUF,KC,1351.856,1441.182,0.4650491654640965,0.5349508345359035,1366.854,1426.184,27,24
1961-10-15,1961,0,,CLE,GB,1600.946,1610.268,0.579448131559349,0.42055186844065096,1559.373,1651.841,17,49
1961-10-15,1961,0,,CHI,IND,1479.148,1494.606,0.5708173454705351,0.4291826545294649,1501.881,1471.873,24,10
1961-10-15,1961,0,,NYJ,LAC,1370.706,1516.918,0.38520958663039817,0.6147904133696018,1350.106,1537.518,10,25
1961-10-15,1961,0,,DET,LAR,1467.19,1424.552,0.6501307846540593,0.34986921534594073,1471.814,1419.928,14,13
1961-10-22,1961,0,,DAL,PHI,1359.028,1612.391,0.25269227770728453,0.7473077222927155,1342.218,1629.2,7,43
1961-10-22,1961,0,,TEN,KC,1400.66,1426.184,0.5565673167290817,0.44343268327091834,1430.855,1395.99,38,7
1961-10-22,1961,0,,MIN,GB,1271.141,1651.841,0.13975632945893446,0.8602436705410655,1263.084,1659.897,7,33
1961-10-22,1961,0,,OAK,LAC,1277.105,1537.518,0.24510580017972564,0.7548941998202744,1261.501,1553.122,10,41
1961-10-22,1961,0,,CHI,SF,1501.881,1596.763,0.45710206870910786,0.5428979312908921,1540.03,1558.614,31,0
1961-10-22,1961,0,,NE,BUF,1323.589,1366.854,0.5312384389547353,0.4687615610452647,1355.763,1334.68,52,21
1961-10-22,1961,0,,NYG,LAR,1572.206,1419.928,0.7774301316107326,0.2225698683892674,1581.92,1410.213,24,14
1961-10-22,1961,0,,PIT,CLE,1445.912,1559.373,0.43070779813609184,0.5692922018639082,1436.652,1568.632,28,30
1961-10-22,1961,0,,DET,IND,1471.814,1471.873,0.5923842240333627,0.40761577596663734,1454.89,1488.797,14,17
1961-10-22,1961,0,,WSH,ARI,1314.418,1478.639,0.36096874526000855,0.6390312547399915,1292.183,1500.874,0,24
1961-10-22,1961,0,,DEN,NYJ,1264.651,1350.106,0.47059685299618814,0.5294031470038119,1295.541,1319.215,27,10
1961-10-29,1961,0,,NYG,DAL,1581.92,1342.218,0.8524573267895396,0.14754267321046044,1568.203,1355.935,16,17
1961-10-29,1961,0,,IND,CHI,1488.797,1540.03,0.5198019429525256,0.4801980570474744,1481.546,1547.282,20,21
1961-10-29,1961,0,,LAC,DEN,1553.122,1295.541,0.8649381879538435,0.13506181204615653,1561.691,1286.972,37,0
1961-10-29,1961,0,,PIT,SF,1436.652,1558.614,0.41875176308061424,0.5812482369193858,1465.268,1529.997,20,10
1961-10-29,1961,0,,WSH,PHI,1292.183,1629.2,0.17280799397206423,0.8271920060279357,1287.919,1633.464,24,27
1961-10-29,1961,0,,BUF,TEN,1334.68,1430.855,0.45525558727178456,0.5447444127282155,1311.652,1453.883,16,28
1961-10-29,1961,0,,OAK,NYJ,1261.501,1319.215,0.510483860068588,0.48951613993141196,1238.994,1341.722,6,14
1961-10-29,1961,0,,KC,NE,1395.99,1355.763,0.6469673545625529,0.35303264543744706,1386.57,1365.182,17,18
1961-10-29,1961,0,,GB,MIN,1659.897,1263.084,0.9345274068178979,0.06547259318210208,1663.084,1259.898,28,10
1961-10-29,1961,0,,LAR,DET,1410.213,1454.89,0.5292138364403806,0.47078616355961944,1378.758,1486.346,10,28
1961-10-29,1961,0,,ARI,CLE,1500.874,1568.632,0.4960310023136272,0.5039689976863728,1476.253,1593.253,10,21
1961-11-03,1961,0,,NE,KC,1365.182,1386.57,0.5624351346260316,0.43756486537396844,1383.027,1368.726,28,21
1961-11-05,1961,0,,NYG,WSH,1568.203,1287.919,0.8794905321769322,0.12050946782306782,1576.513,1279.609,53,0
1961-11-05,1961,0,,DEN,TEN,1286.972,1453.883,0.35740458652577356,0.6425954134742264,1261.437,1479.417,14,55
1961-11-05,1961,0,,CLE,PIT,1593.253,1465.268,0.7522989036127687,0.24770109638723126,1566.709,1491.813,13,17
1961-11-05,1961,0,,LAR,MIN,1378.758,1259.898,0.7423814587731089,0.2576185412268911,1391.635,1247.021,31,17
1961-11-05,1961,0,,IND,GB,1481.546,1663.084,0.33830728675100324,0.6616927132489967,1526.526,1618.103,45,21
1961-11-05,1961,0,,SF,DET,1529.997,1486.346,0.6514560118363774,0.34854398816362264,1525.378,1490.965,20,20
1961-11-05,1961,0,,BUF,OAK,1311.652,1238.994,0.688351390238832,0.31164860976116804,1277.836,1272.81,22,31
1961-11-05,1961,0,,LAC,NYJ,1561.691,1341.722,0.8375911848422397,0.1624088151577603,1571.996,1331.417,48,13
1961-11-05,1961,0,,DAL,ARI,1355.935,1476.253,0.4210569525270916,0.5789430474729085,1333.69,1498.499,17,31
1961-11-05,1961,0,,PHI,CHI,1633.464,1547.282,0.7048026146298806,0.2951973853701194,1639.534,1541.213,16,14
1961-11-11,1961,0,,NYJ,OAK,1331.417,1272.81,0.6707411529757938,0.32925884702420616,1346.91,1257.317,23,12
1961-11-12,1961,0,,ARI,DET,1498.499,1490.965,0.6028942685873159,0.3971057314126841,1455.285,1534.179,14,45
1961-11-12,1961,0,,PIT,DAL,1491.813,1333.69,0.7831976928826456,0.21680230711735438,1505.331,1320.171,37,7
1961-11-12,1961,0,,LAR,SF,1391.635,1525.378,0.40234192621825776,0.5976580737817423,1421.222,1495.791,17,7
1961-11-12,1961,0,,NYG,PHI,1576.513,1639.534,0.5028479791364084,0.49715202086359156,1605.226,1610.82,38,21
1961-11-12,1961,0,,TEN,NE,1479.417,1383.027,0.7168795725305681,0.2831204274694319,1492.948,1369.495,27,15
1961-11-12,1961,0,,CHI,GB,1541.213,1618.103,0.4828955913222946,0.5171044086777055,1527.896,1631.42,28,31
1961-11-12,1961,0,,MIN,IND,1247.021,1526.526,0.22534415673788402,0.774655843262116,1284.741,1488.807,28,20
1961-11-12,1961,0,,WSH,CLE,1279.609,1566.709,0.21780389775327394,0.7821961022467261,1269.777,1576.541,6,17
1961-11-12,1961,0,,KC,BUF,1368.726,1277.836,0.7104097606852731,0.28959023931472694,1332.058,1314.504,20,30
1961-11-12,1961,0,,DEN,LAC,1261.437,1571.996,0.19567453799908352,0.8043254620009165,1256.557,1576.877,16,19
1961-11-17,1961,0,,NE,OAK,1369.495,1257.317,0.7349567344726039,0.2650432655273961,1376.296,1250.516,20,17
1961-11-19,1961,0,,GB,LAR,1631.42,1421.222,0.8297938618714633,0.1702061381285367,1640.329,1412.313,35,17
1961-11-19,1961,0,,NYG,PIT,1605.226,1505.331,0.7209566616116375,0.2790433383883625,1621.274,1489.283,42,21
1961-11-19,1961,0,,DAL,WSH,1320.171,1269.777,0.6602169708929494,0.3397830291070506,1315.284,1274.663,28,28
1961-11-19,1961,0,,CLE,PHI,1576.541,1610.82,0.5440962110368223,0.45590378896317774,1604.337,1583.024,45,24
1961-11-19,1961,0,,DEN,BUF,1256.557,1314.504,0.510148688870845,0.48985131112915503,1229.544,1341.517,10,23
1961-11-19,1961,0,,LAC,KC,1576.877,1332.058,0.8561237683492106,0.14387623165078944,1582.925,1326.01,24,14
1961-11-19,1961,0,,IND,ARI,1488.807,1455.285,0.6381025727750755,0.36189742722492446,1508.434,1435.657,16,0
1961-11-19,1961,0,,SF,CHI,1495.791,1527.896,0.5471987616755156,0.4528012383244844,1517.187,1506.5,41,31
1961-11-19,1961,0,,MIN,DET,1284.741,1534.179,0.25698271671169626,0.7430172832883037,1268.939,1549.981,10,37
1961-11-19,1961,0,,TEN,NYJ,1492.948,1346.91,0.7711528663498539,0.22884713365014608,1508.028,1331.83,49,13
1961-11-23,1961,0,,DET,GB,1549.981,1640.329,0.4635858809066926,0.5364141190933074,1529.841,1660.469,9,17
1961-11-23,1961,0,,NYJ,BUF,1331.83,1341.517,0.5789360312500664,0.42106396874993357,1348.912,1324.435,21,14
1961-11-26,1961,0,,SF,MIN,1517.187,1268.939,0.8585380759305824,0.1414619240694176,1523.125,1263.0,38,28
1961-11-26,1961,0,,KC,OAK,1326.01,1250.516,0.6918427478385526,0.3081572521614474,1346.266,1230.26,43,11
1961-11-26,1961,0,,CLE,NYG,1604.337,1621.274,0.5687303452461966,0.4312696547538034,1571.391,1654.221,21,37
1961-11-26,1961,0,,TEN,DEN,1508.028,1229.544,0.878388009039191,0.12161199096080899,1515.32,1222.253,45,14
1961-11-26,1961,0,,PHI,DAL,1583.024,1315.284,0.8716252005506613,0.12837479944933872,1590.017,1308.292,35,13
1961-11-26,1961,0,,WSH,IND,1274.663,1508.434,0.2745768465352239,0.7254231534647761,1258.898,1524.2,6,27
1961-11-26,1961,0,,PIT,ARI,1489.283,1435.657,0.6643780914599491,0.3356219085400509,1498.113,1426.828,30,27
1961-11-26,1961,0,,CHI,LAR,1506.5,1412.313,0.7142986327067945,0.2857013672932055,1515.076,1403.737,28,24
1961-12-03,1961,0,,CHI,DET,1515.076,1529.841,0.5717943689612398,0.4282056310387602,1506.964,1537.953,15,16
1961-12-03,1961,0,,NYJ,KC,1348.912,1346.266,0.596138657162753,0.40386134283724695,1373.134,1322.044,28,7
1961-12-03,1961,0,,OAK,BUF,1230.26,1324.435,0.45811220904647504,0.5418877909535249,1214.058,1340.637,21,26
1961-12-03,1961,0,,MIN,LAR,1263.0,1403.737,0.39269993402249626,0.6073000659775037,1301.883,1364.855,42,21
1961-12-03,1961,0,,DAL,CLE,1308.292,1571.391,0.24225619616436836,0.7577438038356317,1294.552,1585.13,17,38
1961-12-03,1961,0,,ARI,WSH,1426.828,1258.898,0.7926301596722973,0.20736984032770267,1436.984,1248.742,38,24
1961-12-03,1961,0,,IND,SF,1524.2,1523.125,0.5939595116124665,0.4060404883875335,1535.129,1512.196,20,17
1961-12-03,1961,0,,PIT,PHI,1498.113,1590.017,0.4613592349901043,0.5386407650098957,1475.461,1612.669,24,35
1961-12-03,1961,0,,TEN,LAC,1515.32,1582.925,0.4962511738943275,0.5037488261056725,1546.029,1552.215,33,13
1961-12-03,1961,0,,GB,NYG,1660.469,1654.221,0.6011205981691892,0.39887940183081083,1671.181,1643.508,20,17
1961-12-03,1961,0,,DEN,NE,1222.253,1376.296,0.3745906159165949,0.6254093840834051,1210.664,1387.885,24,28
1961-12-09,1961,0,,OAK,NE,1214.058,1387.885,0.3483139793992103,0.6516860206007897,1196.082,1405.861,21,35
1961-12-09,1961,0,,LAR,IND,1364.855,1535.129,0.35297085325726185,0.6470291467427381,1404.138,1495.846,34,17
1961-12-10,1961,0,,KC,DEN,1322.044,1210.664,0.7340609462185568,0.2659390537814432,1338.624,1194.084,49,21
1961-12-10,1961,0,,LAC,BUF,1552.215,1340.637,0.8309128916424575,0.16908710835754248,1561.06,1331.791,28,10
1961-12-10,1961,0,,NYJ,TEN,1373.134,1546.029,0.34953278221659073,0.6504672177834092,1350.929,1568.235,21,48
1961-12-10,1961,0,,WSH,PIT,1248.742,1475.461,0.2827361981253244,0.7172638018746755,1233.818,1490.385,14,30
1961-12-10,1961,0,,CHI,CLE,1506.964,1585.13,0.4810616672942514,0.5189383327057486,1521.439,1570.656,17,14
1961-12-10,1961,0,,SF,GB,1512.196,1671.181,0.36795006875866926,0.6320499312413308,1521.349,1662.028,22,21
1961-12-10,1961,0,,ARI,DAL,1436.984,1294.552,0.7674690070012412,0.2325309929987588,1449.497,1282.039,31,13
1961-12-10,1961,0,,DET,MIN,1537.953,1301.883,0.8498082895827102,0.15019171041728985,1543.094,1296.741,13,7
1961-12-10,1961,0,,PHI,NYG,1612.669,1643.508,0.5490038183197321,0.4509961816802679,1594.718,1661.459,24,28
1961-12-16,1961,0,,SF,IND,1521.349,1495.846,0.6273762274850605,0.3726237725149395,1503.208,1513.987,24,27
1961-12-17,1961,0,,OAK,TEN,1196.082,1568.235,0.1457769289410393,0.8542230710589607,1187.216,1577.101,16,47
1961-12-17,1961,0,,LAC,NE,1561.06,1405.861,0.7803260317700292,0.21967396822997076,1496.24,1470.681,0,41
1961-12-17,1961,0,,ARI,PIT,1449.497,1490.385,0.534644355442968,0.46535564455703204,1477.526,1462.357,20,0
1961-12-17,1961,0,,DET,PHI,1543.094,1594.718,0.5192401064844715,0.4807598935155285,1528.61,1609.203,24,27
1961-12-17,1961,0,,KC,NYJ,1338.624,1350.929,0.5752580228793138,0.4247419771206862,1359.239,1330.314,35,24
1961-12-17,1961,0,,CHI,MIN,1521.439,1296.741,0.8412603493949057,0.15873965060509432,1529.547,1288.633,52,35
1961-12-17,1961,0,,NYG,CLE,1661.459,1570.656,0.7103067188590686,0.2896932811409314,1655.045,1577.07,7,7
1961-12-17,1961,0,,WSH,DAL,1233.818,1282.039,0.5241281669589702,0.47587183304102976,1256.467,1259.39,34,24
1961-12-17,1961,0,,LAR,GB,1404.138,1662.028,0.24780301595536097,0.752196984044639,1394.663,1671.503,17,24
1961-12-24,1961,0,c,LAC,TEN,1496.24,1577.101,0.4771900298154957,0.5228099701845044,1476.537,1596.805,3,10
1961-12-31,1961,0,c,GB,NYG,1671.503,1655.045,0.6151257216783342,0.38487427832166576,1698.504,1628.044,37,0
1962-09-07,1962,0,,DEN,LAC,1297.722,1486.024,0.32964670974613863,0.6703532902538614,1330.426,1453.321,30,21
1962-09-08,1962,0,,KC,NE,1407.826,1482.12,0.48662804824532263,0.5133719517546773,1435.749,1454.198,42,28
1962-09-09,1962,0,,BUF,TEN,1389.528,1566.203,0.3446019053977645,0.6553980946022355,1377.775,1577.956,23,28
1962-09-09,1962,0,,OAK,NYJ,1293.144,1388.543,0.45636361742253123,0.5436363825774688,1270.772,1410.914,17,28
1962-09-15,1962,0,,BUF,DEN,1377.775,1330.426,0.6562738365070115,0.34372616349298846,1358.6,1349.601,20,23
1962-09-16,1962,0,,CLE,NYG,1553.046,1587.029,0.5445188442041821,0.45548115579581794,1574.587,1565.489,17,7
1962-09-16,1962,0,,LAC,NYJ,1453.321,1410.914,0.6498282599920066,0.35017174000799345,1475.328,1388.906,40,14
1962-09-16,1962,0,,SF,CHI,1503.805,1521.365,0.5678505013177573,0.4321494986822427,1470.919,1554.251,14,30
1962-09-16,1962,0,,PHI,ARI,1574.468,1486.684,0.7067176451038911,0.2932823548961089,1544.912,1516.241,21,27
1962-09-16,1962,0,,IND,LAR,1510.991,1431.442,0.6967968646943467,0.30320313530565335,1518.88,1423.553,30,27
1962-09-16,1962,0,,GB,MIN,1634.002,1360.755,0.8751307648585683,0.12486923514143167,1641.215,1353.542,34,7
1962-09-16,1962,0,,DAL,WSH,1341.26,1339.311,0.5951723059044326,0.4048276940955674,1338.357,1342.214,35,35
1962-09-16,1962,0,,DET,PIT,1520.74,1476.571,0.6521327672471144,0.34786723275288556,1545.024,1452.287,45,7
1962-09-16,1962,0,,NE,TEN,1454.198,1577.956,0.41623749367780466,0.5837625063221954,1485.855,1546.298,34,21
1962-09-21,1962,0,,NE,DEN,1485.855,1349.601,0.7610620779257636,0.23893792207423636,1500.12,1335.337,41,16
1962-09-22,1962,0,,BUF,NYJ,1358.6,1388.906,0.5497633842962817,0.4502366157037183,1330.84,1416.666,6,17
1962-09-23,1962,0,,LAR,CHI,1423.553,1554.251,0.4065639822881052,0.5934360177118948,1410.846,1566.958,23,27
1962-09-23,1962,0,,LAC,TEN,1475.328,1546.298,0.4914093248405157,0.5085906751594843,1443.394,1578.233,17,42
1962-09-23,1962,0,,OAK,KC,1270.772,1435.749,0.3599655029998315,0.6400344970001686,1254.26,1452.262,16,26
1962-09-23,1962,0,,MIN,IND,1353.542,1518.88,0.3594868721963388,0.6405131278036612,1330.629,1541.792,7,34
1962-09-23,1962,0,,DAL,PIT,1338.357,1452.287,0.4300459398525873,0.5699540601474127,1329.114,1461.531,28,30
1962-09-23,1962,0,,GB,ARI,1641.215,1516.241,0.7490549305807517,0.2509450694192483,1654.569,1502.887,17,0
1962-09-23,1962,0,,PHI,NYG,1544.912,1565.489,0.5635837221103325,0.4364162778896675,1512.318,1598.082,13,29
1962-09-23,1962,0,,DET,SF,1545.024,1470.919,0.6901354782792375,0.3098645217207625,1563.04,1452.902,45,24
1962-09-23,1962,0,,CLE,WSH,1574.587,1342.214,0.8470717561518893,0.15292824384811066,1561.008,1355.792,16,17
1962-09-30,1962,0,,KC,BUF,1452.262,1330.84,0.7451919454278444,0.2548080545721556,1466.565,1316.537,41,21
1962-09-30,1962,0,,PHI,CLE,1512.318,1561.008,0.5234547499730293,0.4765452500269707,1544.176,1529.151,35,7
1962-09-30,1962,0,,LAR,DAL,1410.846,1329.114,0.6994451874659459,0.30055481253405414,1374.905,1365.055,17,27
1962-09-30,1962,0,,OAK,LAC,1254.26,1443.394,0.3285892191976199,0.6714107808023801,1239.936,1457.718,33,42
1962-09-30,1962,0,,NYJ,DEN,1416.666,1335.337,0.6989572783764275,0.3010427216235725,1369.712,1382.291,10,32
1962-09-30,1962,0,,WSH,ARI,1355.792,1502.887,0.38400652932658874,0.6159934706734113,1386.479,1472.2,24,14
